"manufacturer","Manufacturer Part #","Product Name","Product Description","Click-Out URL","Price","Category: Other Format","Category: NexTag Numeric ID","Image URL","Ground Shipping","Stock Status","Product Condition","Marketing Message","Weight","Cost-per-Click","UPC","Distributor ID","MUZE ID","ISBN"
"Continental","0601536-9-2","Continental Race King Foldable Tire 29x2.2 29x2.2""","The Race King has presented itself as a talented newcomer in the best way possible - with victories. Irina Kalentieva - Topeak/Ergon took the first prototype to the podium at the 2007 UCI World Cup Championships. The secret of the Race King is a large vol","http://www.bicyclebuys.com/item/0601536-9-2/nt",34.8415,"Bicycles > ATB Tires > Mountain Tires","","http://www.bicyclebuys.com/productimages/0601536PART.jpg","","Yes","New","","",.45,"","","",""
"Origin8","0120014PART","Origin8 Joe-2-Go Handlebar Mounted Cup Holder","Coffee drinkers rejoice.  You can no go riding with a cup of coffee.  The Origin8 Joe-2-Go Handlebar Mounted Cup Holder is designed to hold those tapered cups from your favorite coffee shop.  All-aluminum construction and a rubber inner liner make sure yo","http://www.bicyclebuys.com/item/0120014PART/nt",14.99,"Bicycles > Hydration > Bottle Cages","","http://www.bicyclebuys.com/productimages/0120014PART.jpg","","Yes","New","","",.45,"","","",""
"Time","TIAXW0PART","Time Axion Woman's Touring/Spin Cycling Shoe","Time Axion Cycling Shoe is an excellent shoe for any spin class or long touring rides.  A non-slip sole handles SPD type cleats.  Three velcro straps provides snug custom fit.<","http://www.bicyclebuys.com/item/TIAXW0PART/nt",69.99,"Bicycles > Shoes > Spinning Shoes","","http://www.bicyclebuys.com/productimages/TIAXW0PART.jpg","","Yes","New","","",.45,"","","",""
"SIDI","SIDO5ME0PART","Sidi Dominator 5 MTB Cycling Shoe '12","Sidi Dominator 5 Mesh MTB Cycling Shoe.  The upper of the shoe is made with Lorica and nylon mesh. Lorica is a Hi-tech leather which is water-repellent, permeable to water vapor, and resistant to tearing, splitting, scratching and atmospheric agents. It a","http://www.bicyclebuys.com/item/SIDO5ME0PART/nt",259.95,"Bicycles > Shoes > Mountain Shoes","","http://www.bicyclebuys.com/productimages/SIDO5MEPART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Haro","0602136","Haro Multisurface 4 20x2.0 Tires","Street specific tire with wraparound tread design for extreme adherence on asphalt, concrete, and halfpipes. MX type casing with thicker sidewalls. 40 PSI Maximum.","http://www.bicyclebuys.com/item/0602136/nt",14.99,"Bicycles > BMX Tires > Bmx Tires","","http://www.bicyclebuys.com/productimages/0602136.jpg","","Yes","New","","",.45,"","","",""
"Louis Garneau","0780060","Louis Garneau Spiderlock Elite","Louis Garneau Spiderlock Elite helmet stabilizing device perfectly fits in with the Louis Garneau webbing system. Its mechanism is akin to the Spiderlock® SL, but with an engineered process to significantly increase stability. It may be tightened around t","http://www.bicyclebuys.com/item/0780060/nt",12.99,"Bicycles > Helmets > Road Helmets","","http://www.bicyclebuys.com/productimages/0780060.jpg","","Yes","New","","",.45,"","","",""
"Cannondale","0126846-60","Cannondale Speedster 60 Seat Bag","Cannondale Speedster 60 Seat Bag is perfect for holding an extra tube, multi-tool, cell phone, bit of cash, and your keys. Its belly is made from EPO Tarpaulin which resists road grimes and dirt sticking on to the bag. Single strap mounting lets you take ","http://www.bicyclebuys.com/item/0126846-60/nt",17.99,"Bicycles > Bags > Seat Bags","","http://www.bicyclebuys.com/productimages/0126846-60.jpg","","Yes","New","","",.45,"","","",""
"Kryptonite","1729871","Kryptonite KryptoFlex 1007 Looped Cable 7'","Kryptonite KryptoFlex 1007 Looped Cable 7'. Perfect for accessory security when combined with an additional Kryptonite lock.","http://www.bicyclebuys.com/item/1729871/nt",9.99,"Bicycles > Locks > Cable Locks","","http://www.bicyclebuys.com/productimages/1729871.jpg","","Yes","New","","",.45,"","","",""
"Marin","MATTPK0","Marin Tiny Trail 16 Panther Pink","Marin Tiny Trail utilizes the custom EDGE aluminum tubing found in our high end adult bikes. The result is a collection of unusually lightweight kids bikes which makes riding much easier and more enjoyable for you and them.","http://www.bicyclebuys.com/item/MATTPK0/nt",189.99,"Bicycles > Bicycles > Children's Bikes- 16""-24""","","http://www.bicyclebuys.com/productimages/MATTPK0.jpg","","Yes","New","","",.45,"","","",""
"Look","0486678PART","Look Keo Grip Cleats","The New Keo Grip cleats are non-slip and thus more reassuring when one gets off the bike.  The material found at each end of the cleat helps to Also provide a stronger interface between the cleat and the shoe sole.  This is particularly appreciable when u","http://www.bicyclebuys.com/item/0486678PART/nt",27.99,"Bicycles > Clipless Pedals > Road Clipless Pedals","","http://www.bicyclebuys.com/productimages/0486678PART.jpg","","Yes","New","","",.45,"","","",""
"Easton","0900001PART","Easton EC70 SP Zero Carbon Seatpost","The EC70 zero-offset seat post is a carbon-fiber work of art. Easton's cutting-edge CNT-composite technology sets the new standard for light weight and strength in composite components.","http://www.bicyclebuys.com/item/0900001PART/nt",67.9915,"Bicycles > Seatposts > Seatposts","","http://www.bicyclebuys.com/productimages/0900001PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"BikeHard","0708811PART","BikeHard Outline Gel Cycling Glove","The BikeHard Outline Genuine Gel cycling glove is ergonomically designed for superior fit. This glove has perhaps some of the thickest gel padding on the market, for ultimate shock absorption. The padding is uniquely contoured for superb handlebar grip, a","http://www.bicyclebuys.com/item/0708811PART/nt",17.99,"Bicycles > Gloves > Cycling Gloves","","http://www.bicyclebuys.com/productimages/0708811PART.jpg","","Yes","New","","",.45,"","","",""
"Time","0414496","Time iCLIC Titan Carboflex Road Pedals","Billed as The fastest pedal in the world, the Time iCLIC Titan Carboflex Road Pedals feature everything you need for speed: hollow titanium axle, carbon composite body, and Time's pre-opening automatic engagement.  You're clipped-in and riding quicker tha","http://www.bicyclebuys.com/item/0414496/nt",224.99,"Bicycles > Clipless Pedals > Road Clipless Pedals","","http://www.bicyclebuys.com/productimages/0414496.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Look","0791061PART","Look Pro Team Cycling Bib Short","Look Pro Team Cycling Bib Short is a comfort fit, highly technical apparel that features modern and refined graphics and many functional elements.","http://www.bicyclebuys.com/item/0791061PART/nt",99.99,"Bicycles > Bib (short & tight) > Bibs (short & tight)","","http://www.bicyclebuys.com/productimages/0791061PART.jpg","","Yes","New","","",.45,"","","",""
"Look","0100059PART","Look HR Carbon Bottle Cage","Look HR Carbon Bottle Cage.  At only 24 grams, The use of HR (High Resistence) Carbon, A superb design, and gloss carbon finish, allows it for 100% Look bike finish.  Made of natural carbone for Elasticity.","http://www.bicyclebuys.com/item/0100059PART/nt",49.99,"Bicycles > Hydration > Bottle Cages","","http://www.bicyclebuys.com/productimages/0100059PART.jpg","","Yes","New","","",.45,"","","",""
"Shimano","SHWF23PART","Shimano SH-WF23 Women's Cycling/Spin Shoes","The Shimano SH-WF23 Women's Cycling/Spin Shoes are the newest kicks in Shimano's high-demand WF line.  The sleeker design and no-socks-necessary are a perfect match for spinners.  <","http://www.bicyclebuys.com/item/SHWF23PART/nt",79.99,"Bicycles > Shoes > Spinning Shoes","","http://www.bicyclebuys.com/productimages/SHWF23PART.jpg","","Yes","New","","",.45,"","","",""
"Louis Garneau","LGWLIT0PART","Louis Garneau Women's Lite Trainer Fitness/Spin Cycling Shoe","Louis Garneau Women's Lite Trainer Fitness/Spin Cycling Shoe. Don't let the looks fool you. This great looking shoe is SPD cleat compatible. Features sneaker like fit and the looks. Also has walkable outsole that is stiffer than regular shoes for a nice s","http://www.bicyclebuys.com/item/LGWLIT0PART/nt",74.99,"Bicycles > Shoes > Spinning Shoes","","http://www.bicyclebuys.com/productimages/LGWLIT0PART.jpg","","Yes","New","","",.45,"","","",""
"SIDI","SIGE5PCM0PART","Sidi Genius 5 Pro Carbon Mega Road Cycling Shoe","Sidi Genius 5 Pro Carbon Mega Road Cycling Shoe combines many high-tech features and ergonomics. The Mega is for the riders with high arches, wide or high-volume feet. It's properly shaped and proportioned for larger feet. The upper of the shoe is made wi","http://www.bicyclebuys.com/item/SIGE5PCM0PART/nt",249.95,"Bicycles > Shoes > Road Shoes","","http://www.bicyclebuys.com/productimages/SIGE5PCPART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Louis Garneau","0790174PART","Louis Garneau Thermo Hot Insole","Louis Garneau Thermo Hot Insole is a moldable insole to provide a custom fit for your foot.  Can be heted in a microwave and then inserted in the shoe.  Custom fit in minutes.  Warmth on any cold day.","http://www.bicyclebuys.com/item/0790174PART/nt",29.99,"Bicycles > Shoes > Road Shoes","","http://www.bicyclebuys.com/productimages/0790174PART.jpg","","Yes","New","","",.45,"","","",""
"Louis Garneau","0790173PART","Louis Garneau Thermo Cool Insole","Provides stability, comfort and great airflow to ride during hot temperatures. Provides better support and helps power transfer to the fore foot. Wicks moisture away, is antibacterial and keeps your feet dry.","http://www.bicyclebuys.com/item/0790173PART/nt",29.99,"Bicycles > Shoes > Road Shoes","","http://www.bicyclebuys.com/productimages/0790173PART.jpg","","Yes","New","","",.45,"","","",""
"Cannondale","0126846-90","Cannondale Speedster 90/160 Expandable Seat Bag","Cannondale Speedster 90/160 Expanadable Seat Bag is ideal for longer trips. With its expanding capabilities, this bag will hold extra tubes, cell phone, keys, multi-tool, lube, CO2 pump/cartridges, etc. Its belly is made from EPO Tarpaulin which resists r","http://www.bicyclebuys.com/item/0126846-90/nt",24.99,"Bicycles > Bags > Seat Bags","","http://www.bicyclebuys.com/productimages/0126846-90.jpg","","Yes","New","","",.45,"","","",""
"CamelBak","0101227PART","CamelBak Podium Ice Water Bottle 21oz","CamelBak Podium Ice Water Bottle 21oz. The ultimate insulated bike bottle, the CamelBak® Podium® Ice bottle keeps water cold four times longer, to maximize your performance and keep you focused on your ride.","http://www.bicyclebuys.com/item/0101227PART/nt",16.99,"Bicycles > Hydration > Water Bottles","","http://www.bicyclebuys.com/productimages/0101227PART.jpg","","Yes","New","","",.45,"","","",""
"Easton","1630483PART","Easton EA90 XC/Road Race Stem Black","Easton EA90 XC/Road Race Stem is Easton’s lightest alloy stem. This stem is the choice of World Champion Cadel Evans and his Pro Tour BMC teammates as well as top XC pilots. The advanced EA90 aluminum tubing and proprietary 3D forging process results in a","http://www.bicyclebuys.com/item/1630483PART/nt",67.9915,"Bicycles > Stems > Stems","","http://www.bicyclebuys.com/productimages/1630483PART.jpg","","Yes","New","","",.45,"","","",""
"Sunlite","0603216","Sunlite Cruiser Tire 26 x 2.125 Black w/White Wall","Sunlite Cruiser Tire 26x2.125 Black w/White Wall. Cruiser tire with a grooved tread, large air volume for shock absorption. Freshen up your beach cruiser with white wall tires.","http://www.bicyclebuys.com/item/0603216/nt",15.99,"Bicycles > ATB Tires > Mountain Tires","","http://www.bicyclebuys.com/productimages/0603216.jpg","","Yes","New","","",.45,"","","",""
"Lizard Skins","1630640PART","Lizard Skins DSP Bar Tape","Feel the superior grip and comfort of Lizard Skins DSP Bar Tape.  DSP stands for DuraSoft Polymer, which is a slip resistant, comfortable, long lasting material.  At 82 there is ample length for any bar and only 50 grams per set, including the plugs, make","http://www.bicyclebuys.com/item/1630640PART/nt",29.99,"Bicycles > Handlebar Tape/Grips > Handlebar Tape / Grips","","http://www.bicyclebuys.com/productimages/1630640PART.jpg","","Yes","New","","",.45,"","","",""
"Sugoi","0790433PART","Sugoi RSE Bib Short","The Sugoi RSE Bib Short '11 is a pro level bib with comfort and performance in mind.  Top of the line chamois and fabric ensure nothing will get in your way.","http://www.bicyclebuys.com/item/0790433PART/nt",159.99,"Bicycles > Bib (short & tight) > Bibs (short & tight)","","http://www.bicyclebuys.com/productimages/0790433PART.jpg","","Yes","New","","",.45,"","","",""
"Giro","0780056","Giro Roc Loc 5","The Giro Roc Loc 5 is the newest fit mechanism found on all upper end Giro helmets as of 2011. This mechanism is not only lighter, but also is an infinitely more secure fitting system than its predecessor. A small dial micro adjusts the closure, while mul","http://www.bicyclebuys.com/item/0780056/nt",12.99,"Bicycles > Helmets > Mountain Helmets","","http://www.bicyclebuys.com/productimages/0780056.jpg","","Yes","New","","",.45,"","","",""
"Giro","GIAE1PART","Giro Aeon Road Helmet","Giro Aeon Helmet. Imagine a helmet that gives you an advantage every time the road climbs or the heat turns up. Until now, you couldn’t get the benefits of lighter weight and better ventilation in a single helmet. But the new Aeon weighs only 222g in a CP","http://www.bicyclebuys.com/item/GIAE1PART/nt",249.95,"Bicycles > Helmets > Road Helmets","","http://www.bicyclebuys.com/productimages/GIAE1PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Cannondale","0710150PART","Cannondale X L.E. Cycling Jersey","Cannondale X L.E. Jersey is made of high quality Polyester fabric main body.  Side Mesh panels are 90% polyester/ 10% Spandex.  Full zippered front for those extra hot days.","http://www.bicyclebuys.com/item/0710150PART/nt",89.99,"Bicycles > Jerseys > Jerseys","","http://www.bicyclebuys.com/productimages/0710150PART.jpg","","Yes","New","","",.45,"","","",""
"Cannondale","0120038PART","Cannondale Superlight Lock-On Grips","Cannondale Superlight Foam Lock-On Grips. More than odds and ends. Components are the essence which elevates a good ride into a great ride. These are the products that are conceived on the trail or road, designed in the back room of the R&D department and","http://www.bicyclebuys.com/item/0120038PART/nt",19.99,"Bicycles > Handlebar Tape/Grips > Handlebar Tape / Grips","","http://www.bicyclebuys.com/productimages/0120038PART.jpg","","Yes","New","","",.45,"","","",""
"Giro","GIATM2PART","Giro Atmos Helmet '12","The Giro Atmos Road Helmet '12 features the new Roc Loc 5 fit system to easily dial in the perfect fit. Atmos continues to set the standard for high performance, matchless style, and comfortable fit. Its low profile silhouette, 26 Wind Tunnel vents, and b","http://www.bicyclebuys.com/item/GIATM2PART/nt",179.99,"Bicycles > Helmets > Road Helmets","","http://www.bicyclebuys.com/productimages/GIATM2PART.jpg","","Yes","New","","",.45,"","","",""
